timestamp,label
1625068800,0
1625068860,0
1625068920,0
1625068980,0
1625069040,0
1625069100,0
1625069160,0
1625069220,0
1625069280,0
1625069340,0
1625069400,0
1625069460,0
1625069520,0
1625069580,0
1625069640,0
1625069700,0
1625069760,0
1625069820,0
1625069880,0
1625069940,0
1625070000,0
1625070060,0
1625070120,0
1625070180,0
1625070240,0
1625070300,0
1625070360,0
1625070420,0
1625070480,0
1625070540,0
1625070600,0
1625070660,0
1625070720,0
1625070780,0
1625070840,0
1625070900,0
1625070960,0
1625071020,0
1625071080,0
1625071140,0
1625071200,0
1625071260,0
1625071320,0
1625071380,0
1625071440,0
1625071500,0
1625071560,0
1625071620,0
1625071680,0
1625071740,0
1625071800,0
1625071860,0
1625071920,0
1625071980,0
1625072040,0
1625072100,0
1625072160,0
1625072220,0
1625072280,0
1625072340,0
1625072400,0
1625072460,0
1625072520,0
1625072580,0
1625072640,0
1625072700,0
1625072760,0
1625072820,0
1625072880,0
1625072940,0
1625073000,0
1625073060,0
1625073120,0
1625073180,0
1625073240,0
1625073300,0
1625073360,0
1625073420,0
1625073480,0
1625073540,0
1625073600,0
1625073660,0
1625073720,0
1625073780,0
1625073840,0
1625073900,0
1625073960,0
1625074020,0
1625074080,0
1625074140,0
1625074200,0
1625074260,0
1625074320,0
1625074380,0
1625074440,0
1625074500,0
1625074560,0
1625074620,0
1625074680,0
1625074740,0
1625074800,0
1625074860,0
1625074920,0
1625074980,0
1625075040,0
1625075100,0
1625075160,0
1625075220,0
1625075280,0
1625075340,0
1625075400,0
1625075460,0
1625075520,0
1625075580,0
1625075640,0
1625075700,0
1625075760,0
1625075820,0
1625075880,0
1625075940,0
1625076000,0
1625076060,0
1625076120,0
1625076180,0
1625076240,0
1625076300,0
1625076360,0
1625076420,0
1625076480,0
1625076540,0
1625076600,0
1625076660,0
1625076720,0
1625076780,0
1625076840,0
1625076900,0
1625076960,0
1625077020,0
1625077080,0
1625077140,0
1625077200,0
1625077260,0
1625077320,0
1625077380,0
1625077440,0
1625077500,0
1625077560,0
1625077620,0
1625077680,0
1625077740,0
1625077800,0
1625077860,0
1625077920,0
1625077980,0
1625078040,0
1625078100,0
1625078160,0
1625078220,0
1625078280,0
1625078340,0
1625078400,0
1625078460,0
1625078520,0
1625078580,0
1625078640,0
1625078700,0
1625078760,0
1625078820,0
1625078880,0
1625078940,0
1625079000,0
1625079060,0
1625079120,0
1625079180,0
1625079240,0
1625079300,0
1625079360,0
1625079420,0
1625079480,0
1625079540,0
1625079600,0
1625079660,0
1625079720,0
1625079780,0
1625079840,0
1625079900,0
1625079960,0
1625080020,0
1625080080,0
1625080140,0
1625080200,0
1625080260,0
1625080320,0
1625080380,0
1625080440,0
1625080500,0
1625080560,0
1625080620,0
1625080680,0
1625080740,0
1625080800,0
1625080860,0
1625080920,0
1625080980,0
1625081040,0
1625081100,0
1625081160,0
1625081220,0
1625081280,0
1625081340,0
1625081400,0
1625081460,0
1625081520,0
1625081580,0
1625081640,0
1625081700,0
1625081760,0
1625081820,0
1625081880,0
1625081940,0
1625082000,0
1625082060,0
1625082120,0
1625082180,0
1625082240,0
1625082300,0
1625082360,0
1625082420,0
1625082480,0
1625082540,0
1625082600,0
1625082660,0
1625082720,0
1625082780,0
1625082840,0
1625082900,0
1625082960,0
1625083020,0
1625083080,0
1625083140,0
1625083200,0
1625083260,0
1625083320,0
1625083380,0
1625083440,0
1625083500,0
1625083560,0
1625083620,0
1625083680,0
1625083740,0
1625083800,0
1625083860,0
1625083920,0
1625083980,0
1625084040,0
1625084100,0
1625084160,0
1625084220,0
1625084280,0
1625084340,0
1625084400,0
1625084460,0
1625084520,0
1625084580,0
1625084640,0
1625084700,0
1625084760,0
1625084820,0
1625084880,0
1625084940,0
1625085000,0
1625085060,0
1625085120,0
1625085180,0
1625085240,0
1625085300,0
1625085360,0
1625085420,0
1625085480,0
1625085540,0
1625085600,0
1625085660,0
1625085720,0
1625085780,0
1625085840,0
1625085900,0
1625085960,0
1625086020,0
1625086080,0
1625086140,0
1625086200,0
1625086260,0
1625086320,0
1625086380,0
1625086440,0
1625086500,0
1625086560,0
1625086620,0
1625086680,0
1625086740,0
1625086800,0
1625086860,0
1625086920,0
1625086980,0
1625087040,0
1625087100,0
1625087160,0
1625087220,0
1625087280,0
1625087340,0
1625087400,0
1625087460,0
1625087520,0
1625087580,0
1625087640,0
1625087700,0
1625087760,0
1625087820,0
1625087880,0
1625087940,0
1625088000,0
1625088060,0
1625088120,0
1625088180,0
1625088240,0
1625088300,0
1625088360,0
1625088420,0
1625088480,0
1625088540,0
1625088600,0
1625088660,0
1625088720,0
1625088780,0
1625088840,0
1625088900,0
1625088960,0
1625089020,0
1625089080,0
1625089140,0
1625089200,0
1625089260,0
1625089320,0
1625089380,0
1625089440,0
1625089500,0
1625089560,0
1625089620,0
1625089680,0
1625089740,0
1625089800,0
1625089860,0
1625089920,0
1625089980,0
1625090040,0
1625090100,0
1625090160,0
1625090220,0
1625090280,0
1625090340,0
1625090400,0
1625090460,0
1625090520,0
1625090580,0
1625090640,0
1625090700,0
1625090760,0
1625090820,0
1625090880,0
1625090940,0
1625091000,0
1625091060,0
1625091120,0
1625091180,0
1625091240,0
1625091300,0
1625091360,0
1625091420,0
1625091480,0
1625091540,0
1625091600,0
1625091660,0
1625091720,0
1625091780,0
1625091840,0
1625091900,0
1625091960,0
1625092020,0
1625092080,0
1625092140,0
1625092200,0
1625092260,0
1625092320,0
1625092380,0
1625092440,0
1625092500,0
1625092560,0
1625092620,0
1625092680,0
1625092740,0
1625092800,0
1625092860,0
1625092920,0
1625092980,0
1625093040,0
1625093100,0
1625093160,0
1625093220,0
1625093280,0
1625093340,0
1625093400,0
1625093460,0
1625093520,0
1625093580,0
1625093640,0
1625093700,0
1625093760,0
1625093820,0
1625093880,0
1625093940,0
1625094000,0
1625094060,0
1625094120,0
1625094180,0
1625094240,0
1625094300,0
1625094360,0
1625094420,0
1625094480,0
1625094540,0
1625094600,0
1625094660,0
1625094720,0
1625094780,0
1625094840,0
1625094900,0
1625094960,0
1625095020,0
1625095080,0
1625095140,0
1625095200,0
1625095260,0
1625095320,0
1625095380,0
1625095440,0
1625095500,0
1625095560,0
1625095620,0
1625095680,0
1625095740,0
1625095800,0
1625095860,0
1625095920,0
1625095980,0
1625096040,0
1625096100,0
1625096160,0
1625096220,0
1625096280,0
1625096340,0
1625096400,0
1625096460,0
1625096520,0
